Rapport jour piscine notifications (Log started: 2021-03-26T13:55:12.790249+00:00)
Heure, energie consommée, temps de fonctionnement pompe (depuis 25/08/2022)
--------------------------------------------------------------------------------
2022-06-28T21:59:00.089938+00:00 ,6.0
2022-06-29T21:59:00.124370+00:00 ,7.0
2022-06-30T21:59:00.047182+00:00 ,6.0
2022-07-01T21:59:00.150504+00:00 ,6.0
2022-07-02T21:59:00.042150+00:00 ,7.0
2022-07-03T21:59:00.080437+00:00 ,8.0
2022-07-04T21:59:00.088705+00:00 ,8.0
2022-07-05T21:59:00.073825+00:00 ,10.0
2022-07-06T21:59:00.106365+00:00 ,10.0
2022-07-07T21:59:00.119022+00:00 ,11.0
2022-07-08T21:59:00.093496+00:00 ,10.0
2022-07-09T21:59:00.124995+00:00 ,11.0
2022-07-10T21:59:00.082225+00:00 ,12.0
2022-07-11T21:59:00.089640+00:00 ,12.0
2022-07-12T21:59:00.102391+00:00 ,13.0
2022-07-13T21:59:00.089889+00:00 ,12.0
2022-07-14T21:59:00.083938+00:00 ,13.0
2022-07-15T21:59:00.102769+00:00 ,13.0
2022-07-16T21:59:00.085221+00:00 ,13.0
2022-07-17T21:59:00.077691+00:00 ,14.0
2022-07-18T21:59:00.077296+00:00 ,13.0
2022-07-19T21:59:00.062726+00:00 ,12.0
2022-07-20T21:59:00.062444+00:00 ,12.0
2022-07-21T21:59:00.074566+00:00 ,11.0
2022-07-22T21:59:00.094000+00:00 ,12.0
2022-07-23T21:59:00.095811+00:00 ,12.0
2022-07-24T21:59:00.083331+00:00 ,11.0
2022-07-25T21:59:00.074869+00:00 ,12.0
2022-07-26T21:59:00.113714+00:00 ,13.0
2022-07-27T21:59:00.094584+00:00 ,19.0
2022-07-28T21:59:00.079118+00:00 ,15.0
2022-07-29T21:59:00.082790+00:00 ,10.0
2022-07-30T21:59:00.109236+00:00 ,10.0
2022-07-31T21:59:00.085241+00:00 ,10.0
2022-08-01T21:59:00.100617+00:00 ,10.0
2022-08-02T21:59:00.089297+00:00 ,12.0
2022-08-03T21:59:00.093838+00:00 ,12.0
2022-08-04T21:59:00.079269+00:00 ,13.0
2022-08-05T21:59:00.099049+00:00 ,14.0
2022-08-06T21:59:00.037839+00:00 ,13.0
2022-08-07T21:59:00.074623+00:00 ,13.0
2022-08-08T21:59:00.099136+00:00 ,13.0
2022-08-09T21:59:00.066450+00:00 ,12.0
2022-08-10T21:59:00.074648+00:00 ,13.0
2022-08-11T21:59:00.075564+00:00 ,12.0
2022-08-12T21:59:00.047042+00:00 ,14.0
2022-08-13T21:59:00.117954+00:00 ,13.0
2022-08-14T21:59:00.090643+00:00 ,13.0
2022-08-15T21:59:00.075393+00:00 ,12.0
2022-08-16T21:59:00.079495+00:00 ,11.0
2022-08-17T21:59:00.081039+00:00 ,8.0
2022-08-18T21:59:00.077657+00:00 ,7.0
2022-08-19T21:59:00.072275+00:00 ,6.0
2022-08-20T21:59:00.081492+00:00 ,7.0
2022-08-21T21:59:00.076996+00:00 ,5.0
2022-08-22T21:59:00.065205+00:00 ,7.0
2022-08-23T21:59:00.093305+00:00 ,8.0
2022-08-24T21:59:00.088966+00:00 ,9.0

2022-08-25T21:59:00.092474+00:00 ,10.0,12.54
2022-08-26T21:59:00.068765+00:00 ,8.0,10.51
2022-08-27T21:59:00.105902+00:00 ,9.0,10.88
2022-08-28T21:59:00.057961+00:00 ,5.0,5.84
2022-08-29T21:59:00.068944+00:00 ,8.0,9.46
2022-08-30T21:59:00.096978+00:00 ,9.0,10.95
2022-08-31T21:59:00.078513+00:00 ,8.0,9.93
2022-09-01T21:59:00.090937+00:00 ,7.0,9.27
2022-09-02T21:59:00.090323+00:00 ,8.0,10.01
2022-09-03T21:59:00.098276+00:00 ,8.0,9.73
2022-09-04T21:59:00.056566+00:00 ,8.0,9.65
2022-09-05T21:59:00.086767+00:00 ,7.0,8.54
2022-09-06T21:59:00.033291+00:00 ,8.0,9.98
2022-09-07T21:59:00.044678+00:00 ,7.0,8.39
2022-09-08T21:59:00.082894+00:00 ,8.0,9.15
2022-09-09T21:59:00.089895+00:00 ,6.0,7.41
2022-09-10T21:59:00.075291+00:00 ,7.0,8.08
2022-09-11T21:59:00.027959+00:00 ,7.0,8.33
2022-09-12T21:59:00.056916+00:00 ,7.0,8.75
2022-09-13T21:59:00.072706+00:00 ,7.0,8.5
2022-09-14T21:59:00.078242+00:00 ,6.0,7.17
2022-09-15T21:59:00.079520+00:00 ,7.0,8.27
2022-09-16T21:59:00.074493+00:00 ,7.0,7.9
2022-09-17T21:59:00.034560+00:00 ,6.0,7.17
2022-09-18T21:59:00.081773+00:00 ,5.0,6.63
2022-09-19T21:59:00.086785+00:00 ,6.0,6.53
2022-09-20T21:59:00.023948+00:00 ,6.0,6.52
2022-09-21T21:59:00.078988+00:00 ,4.0,5.35
2022-09-22T21:59:00.091823+00:00 ,5.0,6.7
2022-09-23T21:59:00.065916+00:00 ,5.0,6.7
2022-09-24T21:59:00.070755+00:00 ,5.0,5.72
2022-09-25T21:59:00.091061+00:00 ,6.0,6.89
2022-09-26T21:59:00.085125+00:00 ,4.0,5.02
2022-09-27T21:59:00.078933+00:00 ,5.0,5.53
2022-09-28T21:59:00.080692+00:00 ,3.0,3.98
2022-09-29T21:59:00.092995+00:00 ,3.0,3.57
2022-09-30T21:59:00.080519+00:00 ,4.0,3.77
2022-10-01T21:59:00.073513+00:00 ,3.0,3.69
2022-10-02T21:59:00.068429+00:00 ,2.0,2.35
2022-10-03T21:59:00.067333+00:00 ,5.0,5.75
2022-10-04T21:59:00.089106+00:00 ,7.0,8.03
2022-10-05T21:59:00.107656+00:00 ,3.0,4.46
2022-10-06T21:59:00.049736+00:00 ,3.0,3.36
2022-10-07T21:59:00.042074+00:00 ,3.0,2.87
2022-10-08T21:59:00.073333+00:00 ,5.0,6.17
2022-10-09T21:59:00.065266+00:00 ,5.0,6.14
2022-10-10T21:59:00.071556+00:00 ,4.0,4.89
2022-10-11T21:59:00.069444+00:00 ,6.0,6.42
2022-10-12T21:59:00.093399+00:00 ,5.0,6.33
2022-10-13T21:59:00.087495+00:00 ,4.0,4.63
2022-10-14T21:59:00.065770+00:00 ,2.0,1.79
2022-10-15T21:59:00.045329+00:00 ,1.0,0.58
2022-10-16T21:59:00.086707+00:00 ,3.0,3.47
2022-10-17T21:59:00.074995+00:00 ,0.0,0.0
2022-10-18T21:59:00.085964+00:00 ,6.0,6.5
2022-10-19T21:59:00.077735+00:00 ,2.0,2.3
2022-10-20T21:59:00.033043+00:00 ,1.0,1.35
2022-10-21T21:59:00.070357+00:00 ,4.0,5.26
2022-10-22T21:59:00.083893+00:00 ,3.0,2.58
2022-10-23T21:59:00.082362+00:00 ,0.0,0.63
2022-10-24T21:59:00.093557+00:00 ,4.0,4.18
2022-10-25T21:59:00.074735+00:00 ,4.0,3.95
2022-10-26T21:59:00.084189+00:00 ,1.0,1.17
2022-10-27T21:59:00.078843+00:00 ,2.0,1.5
2022-10-28T21:59:00.097183+00:00 ,1.0,1.08
2022-10-29T21:59:00.084086+00:00 ,0.0,0.0
2022-10-30T22:59:00.080649+00:00 ,2.0,2.01
2022-10-31T22:59:00.043759+00:00 ,4.0,4.58
2022-11-01T22:59:00.043751+00:00 ,2.0,1.14
2022-11-02T22:59:00.102334+00:00 ,3.0,4.54
2022-11-03T22:59:00.086043+00:00 ,2.0,1.75
2022-11-04T22:59:00.078257+00:00 ,1.0,0.0
2022-11-05T22:59:00.086804+00:00 ,0.0,0.0
2022-11-06T22:59:00.100027+00:00 ,2.0,1.43
2022-11-07T22:59:00.064647+00:00 ,2.0,3.11
2022-11-08T22:59:00.077664+00:00 ,6.0,6.52
2022-11-09T22:59:00.077519+00:00 ,1.0,0.36
2022-11-10T22:59:00.081189+00:00 ,1.0,0.78
2022-11-11T22:59:00.074304+00:00 ,0.0,0.0
