Conso Electrique du jour en kWh notifications (Log started: 2021-03-26T13:38:53.999130+00:00)
--------------------------------------------------------------------------------

2021-07-16T21:59:00.436229+00:00 21.0,12,9,7.0,4,3,0.0,0,0,0.011,0,0.0106,4.68,0.1768,4.5008
2021-07-17T21:59:00.474233+00:00 17.0,9,8,8.0,6,2,0.0,0,0,0.011,0.0004,0.0111,7.37,1.3807,5.9863
2021-07-18T21:59:00.032686+00:00 18.0,10,8,9.0,7,2,0.0,0,0,0.005,0,0.0046,3.29,0.7736,2.5234
2021-07-19T21:59:00.026367+00:00 21.0,11,10,10.0,7,3,1.0,0,1,0.013,0,0.0125,7.06,0.7026,6.3616
2021-07-20T21:59:00.056275+00:00 20.0,13,7,12.0,9,3,0.0,0,0,0.019,0.0107,0.0079,4.59,0.3269,4.2625
2021-07-21T21:59:00.947273+00:00 23.0,15,8,12.0,10,2,0.0,0,0,0.01,0,0.0103,4.87,0.2640,4.6113
2021-07-22T21:59:00.075744+00:00 22.0,14,8,13.0,10,3,0.0,0,0,0.012,0,0.0118,5.35,0.1431,5.2114
2021-07-23T21:59:00.051254+00:00 22.0,13,9,13.0,11,2,0.0,0,0,0.01,0,0.0098,4.51,0.1865,4.3153
2021-07-24T21:59:00.076694+00:00 25.0,16,9,11.0,8,3,0.0,0,0,0.025,0.0133,0.0116,4.92,0.2944,4.6345
2021-07-25T21:59:00.031908+00:00 24.0,14,10,13.0,9,4,0.0,0,0,0.015,0,0.0152,6.95,0.2978,6.6464
2021-07-26T21:59:00.076670+00:00 24.0,14,10,12.0,10,2,0.0,0,0,0.014,0,0.0143,7.54,0.6521,6.8899
2021-07-27T21:59:00.071523+00:00 19.0,11,8,12.0,9,3,0.0,0,0,0.011,0,0.0105,6.33,0.7328,5.5960
2021-07-28T21:59:00.049266+00:00 23.0,15,8,11.0,9,2,0.0,0,0,0.007,0,0.0072,3.15,0.0124,3.1415
2021-07-29T21:59:00.084888+00:00 18.0,11,7,12.0,9,3,0.0,0,0,0.01,0,0.0103,5.43,0.2925,5.1436
2021-07-30T21:59:00.071444+00:00 21.0,14,7,10.0,7,3,0.0,0,0,0.004,0,0.0045,2.0,0.0186,1.9784
2021-07-31T21:59:00.036809+00:00 22.0,13,9,8.0,5,3,0.0,0,0,0.009,0,0.0090,4.06,0.1588,3.9016
2021-08-01T21:59:00.065385+00:00 20.0,13,7,9.0,7,2,0.0,0,0,0.008,0.0002,0.0083,4.84,0.9246,3.9194
2021-08-02T21:59:00.043882+00:00 17.0,7,10,9.0,7,2,0.0,0,0,0.008,0.0001,0.0082,5.63,1.6267,3.9957
2021-08-03T21:59:00.033091+00:00 19.0,11,8,10.0,6,4,0.0,0,0,0.004,0,0.0043,1.96,0.0863,1.8695
2021-08-04T21:59:00.042719+00:00 27.0,17,10,9.0,7,2,0.0,0,0,0.011,0,0.0108,4.95,0.2532,4.7047
2021-08-05T21:59:00.037186+00:00 17.0,10,7,9.0,6,3,1.0,1,0,0.009,0.0004,0.0092,5.65,0.7656,4.8803
2021-08-06T21:59:00.034227+00:00 19.0,12,7,7.0,5,2,0.0,0,0,0.007,0,0.0068,2.92,0.0335,2.8881
2021-08-07T21:59:00.045474+00:00 22.0,12,10,9.0,7,2,0.0,0,0,0.01,0,0.0097,4.8,0.4296,4.3650
2021-08-08T21:59:00.040535+00:00 20.0,12,8,9.0,7,2,0.0,0,0,0.01,0.0001,0.0096,5.29,0.8463,4.4363
2021-08-09T21:59:00.031885+00:00 15.0,8,7,9.0,7,2,0.0,0,0,0.059,0.0493,0.0103,7.07,1.1958,5.8714
2021-08-10T21:59:00.055468+00:00 15.0,10,5,11.0,8,3,0.0,0,0,0.006,0,0.0058,4.7,0.9938,3.7074
2021-08-11T21:59:00.105989+00:00 6.0,1,5,12.0,10,2,0.0,0,0,0.008,0,0.0084,5.36,0.4448,4.9167
2021-08-12T21:59:00.101568+00:00 0.0,0,0,12.0,10,2,0.0,0,0,0.01,0,0.0099,5.42,0.5205,4.8984
2021-08-14T21:59:00.253027+00:00 10.0,10,0,14.0,12,2,0.0,0,0,0.007,0,0.0069,2.93,0.0008,2.9311
2021-08-15T21:59:00.469250+00:00 24.0,16,8,13.0,11,2,0.0,0,0,0.007,0,0.0070,3.17,0.0031,3.1691
2021-08-16T21:59:00.122032+00:00 25.0,17,8,12.0,9,3,0.0,0,0,0.009,0,0.0089,4.19,0.2557,3.9260
2021-08-17T21:59:00.445284+00:00 24.0,15,9,10.0,7,3,0.0,0,0,0.009,0,0.0090,4.18,0.1416,4.0353
2021-08-18T21:59:00.153888+00:00 18.0,12,6,9.0,7,2,0.0,0,0,0.009,0.0001,0.0089,4.69,0.5232,4.1664
2021-08-19T21:59:00.096400+00:00 15.0,8,7,9.0,7,2,0.0,0,0,0.007,0.0001,0.0070,4.93,0.8308,4.0966
2021-08-20T21:59:00.101169+00:00 16.0,9,7,10.0,8,2,0.0,0,0,0.005,0,0.0054,2.43,0.0010,2.4273
2021-08-21T21:59:00.103533+00:00 14.0,9,5,11.0,8,3,0.0,0,0,0.005,0,0.0054,4.89,0.9678,3.9181
2021-08-22T21:59:00.067458+00:00 16.0,11,5,11.0,9,2,0.0,0,0,0.004,0,0.0036,1.54,0.0005,1.5422
2021-08-23T21:59:00.087207+00:00 16.0,10,6,11.0,8,3,1.0,0,1,0.009,0.0034,0.0057,3.85,0.4319,3.4198
2021-08-24T21:59:00.107699+00:00 19.0,12,7,10.0,8,2,0.0,0,0,0.007,0,0.0073,4.55,0.6007,3.9534
